ID	COLNR	DATE	LongD	LongM	LongS	LongH	LatD	LatM	LatS	LatH	SPECIES	SCODE_NEW	SUB_NEW	SP_ID	COUNTRY	ADM1	ADM2	LOCALITY	PLRV1	PLRV2	FROST
3018	HOHL 244	19870327	66	22	0	W	18	1	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Ibanez	Prov. Ibanes.  Near Sacaca.  Near the flour mill complex by the river below the town.  Same location as HOHL 236.			42
3019	HOHL 245	19870327	66	22	0	W	18	1	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Ibanez	Prov. Ibanes.  Near Sacaca.  Near the flour mill complex by the river below the town.			42
3024	OKA 4888	19730330	66	19	12	W	23	54	36	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Poma	"Sierra de Cobres, 1.5 km W of Matanzillas, and 8.5 km W of route 40."			42
3031	OKA 4892	19730330	66	18	36	W	23	54	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Poma	"Sierra del Cobre, 2 km W of Matanzillas and 9 km W on route 40."			42
2880	OKA 5346	19740325	65	26	0	W	23	34	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tilcara	"Quebrada de Huichaira, Sierra de Malpaso, Finca El Sauzal de Buenaventura Chani."			50
2892	HAO 84A	19860314	65	23	0	W	19	34	0	S	S. leptophyes Bitter	lph	PTR	93	BOLIVIA	Potosi	Saavedra	Prov. Saavedra. Chaqui. 12 km from Don Diego on road to Puna.			50
3017	HOHL 242	19870327	66	22	0	W	18	1	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Ibanez	"Prov. Ibanes.  At the schoolyard in Sacaca.  Same location as HOHL 240, 241."			50
2734	OKA 7642	19830424	66	7	0	W	24	19	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Rosario de Lerma	"Quebrada Munal, km 179 on route 51, near La Bomba (Encrucijada)."			58
2754	OKA 5718	19740416	65	57	0	W	22	6	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Santa Catalina	"Sansansa Norte, 4.5 km W of La Quiaca, on Route 5."			58
2761	OKA 7522	19830322	65	53	0	W	25	20	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	San Carlos	"San Carlos.  Isonza, two hours by foot from Isonza following the ravine."			58
2788	OKA 7558	19830304	65	35	38	W	23	59	25	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Capital	Capital.  Molinos about nine hours northwest of Leon by mule.			58
2791	OKA 7483	19830217	65	35	38	W	23	59	25	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Capital	"Molinos river, 9 hours (by mule) NW of Leon."			58
2793	OKA 7547	19830331	65	35	0	W	23	36	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tumbaya	Tumbaya.  Quebrada de Lipan near Purmamarca.			58
2863	OKA 7588	19830408	65	27	0	W	23	30	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tilcara	Tilcara.  Quebrada de Jueya near Tilcara.			58
2917	OKA 7625	19830414	65	17	0	W	23	35	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tilcara	"Tilcara.  Abra de Ventura, trail from Tilcara to El Durazno."			58
2762	OKA 7660	19830428	65	52	0	W	25	2	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Rosario de Lerma	"Las Arcas River, Cerro Negro, 35 km E of crossing with route 59."			67
2764	OKA 7669	19830429	65	52	0	W	25	2	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Rosario de Lerma	"Las Arcas River, Cerro Negro, 2 km N of the school."			67
2772	OKA 7577	19830404	65	40	0	W	24	6	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Capital	"Capital.  Abra de Cerrillos, trail from Molinos to Ovejeria."			67
2773	OKA 7579	19830404	65	40	0	W	24	6	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Capital	"Ovejeria, 10 hours by mule from Leon."			67
2774	OKA 7583	19830405	65	39	0	W	24	4	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Capital	"Portillo, 8 hours by mule from Ovejeria to Leon."			67
2775	OKA 7392	19830126	65	37	0	W	23	37	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tumbaya	"Quebrada de Sepulturas, 6 km from the mouth of a narrow valley."			67
2786	OKA 7393	19830126	65	36	0	W	23	39	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tumbaya	"Quebrada de Sepultruas, 18 km W of route 9, 2 km from the mouth of the ravine."			67
2789	OKA 7560	19830304	65	35	38	W	23	59	25	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Capital	"Capital.  Quebrada del Agua de Molinos, near Molinos, about nine hours from Leon by mule."			67
2790	OKA 7565	19830304	65	35	38	W	23	59	25	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Capital	"Capital.  Quebrada de Tolara, 1 km from Molinos."			67
2899	OKA 4353	19720319	65	22	0	W	23	35	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tilcara	On the way from Tilcara to Alfarcito.			67
2909	OKA 6792	19780421	65	19	0	W	22	56	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Humahuaca	"Chaupi Rodero, between Iturbe and Iruya."			67
2763	OKA 7668	19830429	65	52	0	W	25	2	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Rosario de Lerma	"Cerro Negro, 2 km N of the school."			75
2991	HOHL 229	19870326	66	56	0	W	17	58	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Oruro	Cercado	Prov. Cercado.  12.6 km from Oruro on the road to Sacaca.			
2994	HAM 10	19800219	66	29	0	W	18	14	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Ibanez				
2995	HAM 5	19800219	66	29	0	W	18	14	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Ibanez				
2996	HAM 6	19800219	66	29	0	W	18	14	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Ibanez	
2997	HAM 7	19800219	66	29	0	W	18	14	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Ibanez	
2998	HAM 8	19800219	66	29	0	W	18	14	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Ibanez	
2999	HAM 9	19800219	66	29	0	W	18	14	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Ibanez	
3000	"From Hawkes and Hjerting, 1989"		66	28	15	W	17	44	24	S	S. leptophyes Bitter	lph		93	BOLIVIA	Cochabamba	Arque	
3001	HAM 12	19800220	66	27	0	W	18	27	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Bustillos	
3002	HAM 14	19800220	66	26	0	W	18	26	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Bustillos	
3008	HOHL 249	19870327	66	23	0	W	18	1	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Ibanez	Dept. Ibanes.  1.6 km from Sacaca on road to Oruro.  About 50 m above the roadway.
3009	OKA 7675	19830405	66	22	0	W	25	9	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Molinos	"Cachi.  Sierra de Cachi, Las Cuevas, about six hours northwest of Cachi by mule on the trail to Nevado de Cachi."
3010	OKA 7676A	19830405	66	22	0	W	25	9	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Molinos	"Cachi.  Sierra de Cachi, Las Cuevas, about six hours northwest of Cachi by mule on the trail to Nevado de Cachi."
3011	OKA 7677	19830405	66	22	0	W	25	9	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Molinos	"Cachi.  Sierra de Cachi, las Cuevas, about six hours northwest of Cachi by mule on the trail to Nevado de Cachi."
3012	HOHL 236	19870327	66	22	0	W	18	1	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Ibanez	Prov. Ibanes.  Near Sacaca.  On hill behind a flour mill (El Molino) about 1/2 km below the town.  Follow the street leading down to the river from the NE corner of the main plaza.
3015	HOHL 240	19870327	66	22	0	W	18	1	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Ibanez	"Prov. Ibanes.  At the school yard in Sacaca.  Same location as HOHL 241, 242."
3020	HAM 25	19800221	66	20	0	W	18	38	15	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Bustillos	
3025	HOHH 5960	19740404	66	19	12	W	24	3	36	S	S. leptophyes Bitter	lph	SAL	93	ARGENTINA	Salta	Los Andes	
3029	OKA 4877	19730330	66	19	0	W	24	16	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Los Andes	"Los Andes.  3 km al W de San Antonio de los Cobres por ruta nac. 51, km 164, cerca del puente sobre el rio San Antonio de los cobres an la Sierra del Cobre."
3032	OKA 5568B	19740404	66	18	36	W	23	54	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Poma	"1 km W of Matancillas, 8 km W on route 40 and 33 km N of San Antonio de los Cobres."
3037	HAM 26	19800221	66	16	0	W	18	39	0	S	S. leptophyes Bitter	lph	PTR	93	BOLIVIA	Potosi	Bustillos	
3038	HAM 27	19800221	66	16	0	W	18	39	0	S	S. leptophyes Bitter	lph		93	BOLIVIA	Potosi	Bustillos	
3048	OKA 7670A	19830430	66	12	0	W	24	33	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Poma	"La Poma.  Quebrada del Rio Calchaque, 1 km north of La Quesera near El Rodeo on route 40."
3049	OCH S-64		75	11	0	W	12	33	0	S	S. leptophyes Bitter	lph		93	PERU	Salta	San Carlos	Huallapampa.
5706	SLU 1		67	10	48	W	27	33	0	S	S. leptophyes Bitter	lph		93	ARGENTINA	Catamarca	Belen	Pozo de Piedras
5737	OKA 7660 x 7667	19830428	65	52	12	W	25	1	48	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	Rosario de Lerma	"Cero Negro, 35 km east from the crossing with route 59."
5741	OKA 4920 x 4921	19730405	66	10	48	W	24	49	12	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Salta	La Poma	"El Caj?n por ruta nac. 40, 5 km al sur de Campo Negro o 30 km al N del cru"
5753	COR A 678	19600200	64	41	24	W	23	40	12	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Ledesma	Tascal
5754	OKA 4349a x 4345	19720318	65	36	0	W	23	39	0	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tumbaya	Quebrada de Sepulturas.
5757	OKA 4319 x 4332	19720317	65	31	48	W	23	37	12	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tumbaya	Quebrada de Estancia Grande.
5758	OKA 4328 x 4331	19720317	65	31	48	W	23	37	12	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tumbaya	Quebrada de Estancia Grande.
5759	OKA 4319 x 4320		65	31	48	W	23	37	12	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tilcara	Tumbaya
5760	OKA 4328 x 4332		65	31	48	W	23	37	12	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tumbaya	Tumbaya
5761	OKA 4338 x 4336		65	31	48	W	23	37	12	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tumbaya	Tumbaya
5772	OKA 4435 x 4437		65	16	12	W	23	34	12	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tilcara	Quebrada del Chorro
5773	OKA 4434 x 4298		65	22	12	W	23	34	12	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tilcara	Tilcara			
5774	OKA 4437 x 4438		65	22	12	W	23	34	12	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tilcara	Tilcara			
5775	OKA 4438 x 4432		65	22	12	W	23	34	12	S	S. leptophyes Bitter	lph	GRL	93	ARGENTINA	Jujuy	Tilcara	Tilcara			
3050	B.H. WARNOCK 11596	19530824	102	56	56	W	26	33	48	N	S. leptosepalum Correll	lps		94	MEXICO	Coahuila		DEL CARMEN MTS.			
3051	R.M. STEWART 2528		102	40	12	W	27	12	36	N	S. leptosepalum Correll	lps		94	MEXICO	Coahuila		"SE. FLANK OF SIERRA RICA, N. OF RANCHO DE LA MADERA, CANON DE LA MADERA."			
3052	E.G. MARSH 1962	19390408	101	41	24	W	26	4	48	N	S. leptosepalum Correll	lps		94	MEXICO	Coahuila		"SE. OF MONCLOVA, GLORIA MTS."			
5441	RSSV 925	19970919	102	30	52	W	27	6	17	N	S. leptosepalum Correll	lps		94	MEXICO	Coahuila		"Sierra de La Madera, from a dirt road going W about 2.5 km S of Ocampo, 28 km along this road to base of Ca±on de la Charretera, then hiking uphill a few km, SSP 1:250,000-scale Map G13-3"			
5442	RSSV 926	19970921	101	16	27	W	26	50	53	N	S. leptosepalum Correll	lps		94	MEXICO	Coahuila		"near top of Sierra de La Gloria, from about 15 km E of Monclova on road to Candela, then S on road to farm of Dr. Cﬂrdenas (by swimming pool complex), up private dirt road to nearing top of sierra, then hike"			
5675	From Corell 1962		104	24	0	W	29	49	12	N	S. leptosepalum Correll	lps		94	UNITED STATES	Texas	Presidio				
3054	HHLS 1714	19581019	96	33	0	W	16	17	0	N	S. lesteri Hawkes and Hjert.	les		95	MEXICO	Oaxaca		Miahuatlan.  25.8 km S of Miahuatlan on the Oaxaca-Puerto Angel road.		S	8
3055	SHGRF 4177	19880919	96	32	0	W	16	13	0	N	S. lesteri Hawkes and Hjert.	les		95	MEXICO	Oaxaca		"Along E side of Route 175, at km 134.1, about 50 m off road; up a slope, S of Miahuatlan de Porfirio Diaz."			8
3053	SHGRF 4155	19880916	97	26	0	W	17	33	0	N	S. lesteri Hawkes and Hjert.	les		95	MEXICO	Oaxaca		"On W side of Route 125, 3.4 km S of Route 190, just S of San Juan Teposcolula."			
5443	RSSV 957	19971005	97	25	46	W	17	32	49	N	S. lesteri Hawkes and Hjert.	les		95	MEXICO	Oaxaca		"on Rt. 125, 3.2 km S of jct with Rt. 190, on W side of road, just S of town of San Juan Teposcolula, 0.2 km N of collection of same species made by Spooner et al. (4155) in 1988, SSP 1:250,000-scale map E14-9"			
3065	HAW 2482		71	40	0	W	13	30	0	S	S. lignicaule Vargas	lgl		96	PERU	Cuzco	Paucartambo	Ppisao.		S	
3058	OCH 11617		71	57	0	W	13	20	0	S	S. lignicaule Vargas	lgl		96	PERU	Cuzco	Calca	Calca	S		
3060	HHCH 5113	19710411	71	51	0	W	13	26	0	S	S. lignicaule Vargas	lgl		96	PERU	Cuzco	Calca	Calca.  Ruins of Pisac.			8
3056	OCH 13585		72	6	0	W	13	39	0	S	S. lignicaule Vargas	lgl		96	PERU	Cusco	Paruro	Near Cusibamba
3057	Vargas 10051	19510102	72	5	0	W	13	18	0	S	S. lignicaule Vargas	lgl		96	PERU	Cuzco	Urubamba	"above Tarapata, in argillaceous calcareous soil"
3059	Vargas 01539	19390107	71	51	36	W	13	49	48	S	S. lignicaule Vargas	lgl		96	PERU	Cuzco	Paruro	"Paruro Colcha, calcareous rocks"
3061	EBS 1884	19581130	71	51	0	W	13	26	0	S	S. lignicaule Vargas	lgl		96	PERU	Cuzco	Calca	Calca.  Pisac
3062	OCH 13760		71	50	24	W	13	25	48	S	S. lignicaule Vargas	lgl		96	PERU	Cusco	Calca	Intihuatana
3063	OCH 14416		71	50	24	W	13	25	48	S	S. lignicaule Vargas	lgl		96	PERU	Cusco	Calca	Ruinas de Pisac
3064	Vargas 1539		71	49	0	W	13	50	0	S	S. lignicaule Vargas	lgl		96	PERU	Cuzco	Acomayo	
5444	SS 7215	19980304	72	7	13	W	13	18	52	S	S. lignicaule Vargas	lgl		96	PERU	Cusco		"Urubamba: 6.2 km S of bridge crossing over R?o Urubamba, above town of Tarapata (across river from Urubamba), on road to Cusco past Chinchero, then 200 m walk W into field."
5445	SS 7211	19980303	71	50	46	W	13	24	29	S	S. lignicaule Vargas	lgl		96	PERU	Cusco		"Calca: Ruins of Pisac, located about 8 km drive on windy road bearing NW of Pisac, located below cliffs bearing ancient grave sites, behind or W of Ruins of Kkanankkey, adjacent to R?o Kkllchakamayo."
5446	SS 7222	19980308	71	49	41	W	13	49	28	S	S. lignicaule Vargas	lgl		96	PERU	Cusco		"Paruro: 13.1 km S of Paruro on road to Colcha, at a place (no homes) called Cortina."
5447	SS 7224	19980308	71	48	44	W	13	50	28	S	S. lignicaule Vargas	lgl		96	PERU	Cusco		Paruro: 17.5 km S of Paruro on the road to Colcha.
3066	C. OCHOA 5123  (PI 473468)	19740104	69	41	0	W	14	8	0	S	S. limbaniense Ochoa	lmb		97	PERU	Puno	Sandia	"PROV. SANDIA, PHARA-LIMBANI VECINITAS, PROPE CULLUCACHI."
3067	Ochoa 5165	19740104	69	36	0	W	14	12	0	S	S. limbaniense Ochoa	lmb		97	PERU	Puno	Sandia	Phara-Limbari near Cullucachi
3068	From Ochoa (1999)		69	8	11	W	14	10	3	S	S. limbaniense Ochoa	lmb		97	PERU	Puno	Sandia	
5448	SS 7205	19980228	69	39	9	W	14	9	47	S	S. limbaniense Ochoa	lmb		97	PERU	Puno		Sandia: 2.5 km S (continuing uphill; in direction away from town of Limbani) of town square of Phara.
3072	OCH 14109		75	22	48	W	4	58	12	N	S. lobbianum Bitter	lbb		99	COLOMBIA			Juntas - Termales
3073	OCH 14110		75	22	48	W	4	58	12	N	S. lobbianum Bitter	lbb		99	COLOMBIA			Juntas - Termales		
3074	CPLS 1213	19920507	75	22	0	W	5	1	0	N	S. lobbianum Bitter	lbb		99	COLOMBIA	Caldas	Manizales	"On dirt road from east of Manizales passing La Enea, to Termales of Manizales, 14.5 km from La Esperanza."		
3075	CPLS 1214	19920507	75	22	0	W	5	0	0	N	S. lobbianum Bitter	lbb		99	COLOMBIA	Caldas	Villamaria	"On dirt road from east of Manizales passing La Enea, to Termales of Manizales, 15.3 km from La Esperanza."		
3076	CPLS 1211	19920507	75	19	0	W	5	4	0	N	S. lobbianum Bitter	lbb		99	COLOMBIA	Tolima	Herveo	"1.5 km E of road going to Nevado de Ruiz, on road from Manizales to Fresno, 4.5 km W of Las Letras, at km marker 254."		
3086	HAW 1130	19490711	83	42	36	W	9	37	12	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Cartago		"Pan-American highway, 60 km S of Cartago."		S
3077	Spooner and Salas 7411	20000908	82	23	0	W	8	49	0	N	S. longiconicum Bitter	lgc		100	PANAMA	Chiriqu?		Municipio Boquete: E base of Cerro Pata		
3078	Spooner and Salas 7412	20000908	82	28	33	W	8	51	26	N	S. longiconicum Bitter	lgc		100	PANAMA	Chiriqu?		"On Cerro Horqueta, along foot path from"		
3079	Spooner and Salas 7414		82	42	46	W	8	55	14	N	S. longiconicum Bitter	lgc		100	PANAMA	Chiriqu?				
3080	"From Spooner, 2000"		84	45	19	W	10	19	5	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Alajuela				
3081	"From Spooner, 2000"		84	29	41	W	9	58	22	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Alajuela				
3082	"From Spooner, 2000"		84	9	25	W	10	9	25	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Heredia				
3083	"From Spooner, 2000"		84	2	31	W	9	44	34	N	S. longiconicum Bitter	lgc		100	COSTA RICA	San Jose				
3084	"From Spooner, 2000"		83	52	24	W	9	55	36	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Cartago				
3085	HOP s.n.		83	45	0	W	9	42	36	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Cartago		Isle Bonita		
3087	"From Spooner, 2000"		83	22	0	W	9	21	33	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Limon				
3088	"From Spooner, 2000"		82	56	14	W	9	1	45	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Puntarenas				
3089	"From Spooner, 2000"		82	37	22	W	8	52	33	N	S. longiconicum Bitter	lgc		100	PANAMA	Chiriqui		
3090	SHV 7101	19961128	83	52	0	W	9	40	0	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Huehuetenango		9.3 km S of Empalme at Km 66 of the Interamerican Highway.
3091	SHV 7103	19961128	83	50	0	W	9	38	0	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Huehuetenango		13.5 km S of Empalme at the Interamerican Highway.
3092	SHV 7104	19961128	83	46	0	W	9	36	0	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Huehuetenango		20.3 km S of Empalme along Interamerican Highway.
3093	SHV 7105	19961129	84	8	0	W	10	7	0	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Huehuetenango		"Volcan Barva, 500 m after entrance of park 100 m NW towards viewpoint."
3094	SHV 7107	19961129	84	7	0	W	10	8	0	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Huehuetenango		"Volcan Barva, above Laguna Barva on the path to Laguna Copey."
3095	SHV 7108	19961129	84	6	0	W	10	9	0	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Huehuetenango		"Volcan Barva, along path above Laguna Copey."
3096	SHV 7109	19961130	84	48	0	W	10	19	0	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Huehuetenango		"Monteverde Cloud Forest Preserve, division point of provinces A, P and G."
3097	SHV 7122	19961209	84	14	0	W	10	11	0	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Huehuetenango		"Volcan Poas, 8.5 km from Poasito, 400 m before large meadow."
3098	SHV 7123	19961210	84	4	0	W	10	5	0	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Huehuetenango		Parque Nacional Braulio Carillo sector Cerro Chompipes.
5137	J.M. OROZCO 510	19440106	83	42	36	W	9	37	12	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Cartago		CARRETERA INTERAMERICANA SECCION 4 (VILLA MILLS).  KM47.
5138	J.M. OROZCO 499	19440106	83	42	36	W	9	37	12	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Cartago		CERRO DE LA MUERTE.
5449	SHV 7136	19961213	83	50	30	W	9	57	36	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Cartago		"Volcﬂn Iraz∑, 2.9 km N of Potrera Cerrado, at Km 25, under bridge over R?o Birr?s"
5450	SHV 7129	19961211	83	45	30	W	9	41	12	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Cartago		"Parque Nacional Tapant?, 9.2 km from entrance of park, from concrete bridge till end of the road at electricity station"
5451	SHV 7133	19961212	83	45	24	W	10	0	42	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Cartago		"Volcﬂn Turrialba, 9.5 km on road towards volcano"
5452	SHV 7116	19961205	82	57	42	W	9	6	30	N	S. longiconicum Bitter	lgc		100	COSTA RICA	Limon		"Cordilla de la Talamanca, Parque Internacional de la Amistad, N of Cerro Hoffman, 700 m S and 500 m N of open place along trail which begins at park station Altamira"
5453	SS 7414	20000909	82	42	46	W	8	55	14	N	S. longiconicum Bitter	lgc		100	PANAMA	Chiriqu?		
5454	SS 7412	20000908	82	28	33	W	8	51	26	N	S. longiconicum Bitter	lgc		100	PANAMA	Chiriqu? and Bocas d		"On Cerro Horqueta, along foot path from the northern base of Volcﬂn Bar∑ (=V. de Chiriqu?), NW out of Bajo Boquete, walking north to Laguna Escondida, at place (no houses) Culebras, ca. 200 m on both sides of"
5455	SS 7411	20000908	82	23	0	W	8	49	0	N	S. longiconicum Bitter	lgc		100	PANAMA	Chiriqu?		"Municipio Boquete: E base of Cerro Pata de Macho, ca 100 m S of continental divide at border with Province of Boca del Torro. Located on 1:50,000-scale map 3742 III"
3099	Ochoa 4125	19730103	72	41	0	W	14	7	0	S	S. longiusculus Ochoa	lgs		101	PERU	Apurimac	Grau	between Ayrihuanca-Pamparackay
5456	SS 7255	19980415	72	37	28	W	14	7	19	S	S. longiusculus Ochoa	lgs		101	PERU	Apurimac	Grau	"Grau: 5.0 km NW of Airihuanca, at a place called Apuorkko, 500 m above (N) of road (this place at road called Limaccpuquio)."
3100	Ochoa 3606	19730304	78	45	0	W	6	12	0	S	S. lopez-camarenae Ochoa	lpc		102	PERU	Cajamarca	Cutervo	monta?a del Suro Chico
3101	F.G. MEYER & D.J. ROGERS 2968	19480818	99	49	48	W	23	48	33	N	S. macropilosum Correll	mcp		103	MEXICO	Nuevo Leon		"SIERRA MADRE ORIENTAL, MUNICIP. ZARAGOZA, 15 MILES W. OF DULCES NOMBRES."
5457	RSSV 929	19970923	99	48	23	W	23	54	55	N	S. macropilosum Correll	mcp		103	MEXICO	Nuevo Le?n		"16 km SW of Zaragoza on dirt road called Camino La Encantada, SSP 1:250,000-scale Map F14-2"
5458	RSSV 930	19970923	99	47	55	W	23	54	45	N	S. macropilosum Correll	mcp		103	MEXICO	Nuevo Le?n		"18 km SW from Zaragoza on a dirt road called Camino la Encantada, near microwave tower, SSP 1:250,000-scale Map F14-2"
5459	RSSV 928	19970923	99	47	43	W	23	55	45	N	S. macropilosum Correll	mcp		103	MEXICO	Nuevo Le?n		"11 km SW of Zaragoza on dirt road called Camino La Encantada, SPP 1:250,000-scale Map F14-2"
5460	RSSV 931	19970924	99	44	0	W	23	59	0	N	S. macropilosum Correll	mcp		103	MEXICO	Nuevo Le?n		"slopes of Cerro El Viejo, along logging path up hill, ca. 5.5 km (by air) ENE of town square of Zaragoza, SSP 1:250,000-scale Map F14-2"
5461	RSSV 932	19970924	99	43	0	W	23	59	0	N	S. macropilosum Correll	mcp		103	MEXICO	Nuevo Le?n		"slopes of Cerro El Viejo, along logging path up hill, ca. 6 km (by air) ENE of town square of Zaragoza, SSP 1:250,000-scale Map F14-2"
3102	COR C.1	19580105	71	32	0	W	32	58	0	S	S. maglia Schltdl.	mag		104	CHILE	Valparaiso	Vina del Mar	Between Vina del Mar and Concon.
3103	SC 4306	19890126	71	26	0	W	32	36	0	S	S. maglia Schltdl.	mag		104	CHILE	Valparaiso	Puchuncavi	"Petorca.  Facing Pacific Ocean, W side of coast road, ca 1/2 km N of La Laguna beach, 5 km S of S entrance to Cachagua (which is just S of Zapallar)."
3104	SC 4310	19910203	71	26	0	W	32	33	0	S	S. maglia Schltdl.	mag		104	CHILE	Valparaiso	Puchuncavi	"Petorca.  Ca. 500 m S of beach at Zapallar, at house of     Rosa Perez."
3105	CLM 870	19910103	69	18	0	W	33	59	0	S	S. maglia Schltdl.	mag		104	ARGENTINA	Mendoza	San Carlos	Quebrada de Alvarado
3106	CLM 871	19910103	69	18	0	W	33	59	0	S	S. maglia Schltdl.	mag		104	ARGENTINA	Mendoza	San Carlos	Quebrada de Alvarado			
3107	CLM 868	19910103	69	17	0	W	33	59	0	S	S. maglia Schltdl.	mag		104	ARGENTINA	Mendoza	San Carlos	Quebrada de Alvarado			
3108	CLM 869	19910103	69	17	0	W	33	59	0	S	S. maglia Schltdl.	mag		104	ARGENTINA	Mendoza	San Carlos	Quebrada de Alvarado			
3109	CLM 865	19910103	69	15	0	W	33	59	0	S	S. maglia Schltdl.	mag		104	ARGENTINA	Mendoza	San Carlos	Quebrada de Alvarado			
5462	SC 4301	19890125	71	32	0	W	32	55	0	S	S. maglia Schltdl.	mag		104	CHILE	Valparaiso		"Valparaiso.  300 m S of Puente El Piden, on S side on concon,  on E side of road."			
